Unnamed: 0,company,item,calories,"total fat
(g)","saturated fat
(g)","trans fat
(g)","cholesterol
(mg)","sodium 
(mg)","carbs
(g)","fiber
(g)","sugars
(g)","protein
(g)"
695,KFC,KENTUCKY GRILLED CHICKEN Drumstick,80,4,1,0,55,220,34,0,0,11
696,KFC,KENTUCKY GRILLED CHICKEN Thigh,150,9,3,0,90,420,34,0,0,17
697,KFC,KENTUCKY GRILLED CHICKEN Whole Wing,70,3,1,0,45,180,34,0,0,9
698,KFC,SPICY CRISPY CHICKEN Breast,350,20,3,0,100,1100,11,1,0,30
699,KFC,SPICY CRISPY CHICKEN Drumstick,130,8,1,0,40,420,5,1,0,9
700,KFC,SPICY CRISPY CHICKEN Thigh,270,20,3,0,65,720,10,1,0,13
701,KFC,SPICY CRISPY CHICKEN Whole Wing,120,8,1,0,35,350,5,0,0,7
702,KFC,EXTRA CRISPY  Tender (each),260,14,2,0,50,610,15,0,0,19
703,KFC,EXTRA CRISPY  Tender (each),220,16,2,0,25,460,9,0,0,10
704,KFC,KENTUCKY FRIED WINGS Buffalo,100,7,1,0,20,310,3,0,0,5
705,KFC,KENTUCKY FRIED WINGS Honey BBQ,100,6,1,0,20,210,8,0,4,5
706,KFC,KENTUCKY FRIED WINGS Nashville Hot,130,11,2,0,20,230,4,0,0,5
707,KFC,KENTUCKY FRIED WINGS Unsauced,80,6,1,0,20,150,3,0,0,5
708,KFC,POPCORN NUGGETS Kids,290,19,2,0,30,870,19,1,0,13
709,KFC,POPCORN NUGGETS Large,620,39,5,0,65,1820,39,2,0,27
710,KFC,BBQ Baked Beans,190,1,4,0,35,650,34,7,15,11
711,KFC,Biscuit,180,8,4,0,35,520,22,1,1,4
712,KFC,Coleslaw,170,12,2,0,20,180,14,4,10,1
713,KFC,Corn on the Cob,70,13,4,0,35,210,17,2,3,2
714,KFC,Green Beans,25,13,4,0,35,300,5,3,1,1
715,KFC,KFC® Cornbread Muffin,210,9,1,0,35,240,28,0,11,3
716,KFC,Macaroni & Cheese,140,6,1,0,20,590,17,1,2,5
717,KFC,Macaroni Salad,140,8,1,0,15,290,14,0,9,1
718,KFC,Mashed Potatoes,110,3,4,0,35,330,17,1,0,2
719,KFC,Mashed Potatoes With Gravy,130,4,1,0,35,520,20,1,0,3
720,KFC,Potato Salad,340,28,4,0,25,290,19,2,3,2
721,KFC,Secret Recipe Fries,320,15,2,0,35,1100,41,3,0,5
722,KFC,Sweet Kernel Corn,70,13,4,0,35,210,16,2,2,2
723,KFC,BBQ Baked Beans (Family),830,5,1,0,35,2810,148,31,63,47
724,KFC,Coleslaw (Family),640,46,7,0,15,670,54,14,37,4
725,KFC,Corn on the Cob (Family),280,2,4,0,35,15,67,8,11,9
726,KFC,Green Beans (Family),80,13,4,0,35,930,15,9,3,4
727,KFC,Macaroni & Cheese (Family),540,23,6,0,10,2220,66,5,8,18
728,KFC,Macaroni Salad (Family),480,28,3,0,55,990,50,0,30,3
729,KFC,Mashed Potatoes (Family),460,15,3,0,35,1410,72,6,0,9
730,KFC,Mashed Potatoes With Gravy (Family),590,21,5,0,35,2590,88,6,1,12
731,KFC,Potato Salad (Family),1200,98,16,0,80,1010,65,8,12,8
732,KFC,Secret Recipe Fries (Family),840,40,5,0,35,2890,108,9,0,13
733,KFC,Sweet Kernel Corn (Family),280,2,4,0,35,10,67,7,8,10
734,KFC,Chicken Littles,300,15,2,0,30,620,27,1,3,14
735,KFC,Chicken Littles – Buffalo,310,17,2,0,30,790,27,1,3,14
736,KFC,Chicken Littles – Honey BBQ,320,15,2,0,30,680,31,1,7,14
737,KFC,Chicken Littles – Nashville Hot,340,19,3,0,30,680,27,1,3,14
738,KFC,Classic Chicken Sandwich,650,35,4,0,90,1260,49,1,6,34
739,KFC,Crispy Colonel’s Sandwich,470,24,3,0,60,1170,39,0,4,24
740,KFC,Crispy Colonel’s Sandwich – Buffalo,500,27,4,0,60,1500,39,0,4,24
741,KFC,Crispy Colonel’s Sandwich – Honey BBQ,510,25,3,0,60,1290,48,0,12,24
742,KFC,Crispy Colonel’s Sandwich – Nashville Hot,540,32,4,0,60,1290,40,0,5,24
743,KFC,Crispy Twister®,630,34,7,0,70,1260,53,4,3,28
744,KFC,Honey BBQ Sandwich,350,3,4,0,55,1350,55,2,22,24
745,KFC,Spicy Chicken Sandwich,620,33,4,0,85,2140,49,1,6,34
746,KFC,Chicken Pot Pie,720,41,25,0,80,1750,60,7,5,26
747,KFC,KFC® Famous Bowl,740,35,6,0,45,2350,81,6,2,26
748,KFC,KFC® Famous Bowl – Snack Size,270,14,3,0,20,850,27,2,1,11
749,KFC,Caesar Side Salad,40,2,1,0,5,90,2,1,1,3
750,KFC,House Side Salad,15,13,4,0,35,10,3,2,2,1
751,KFC,Heinz Buttermilk Dressing,160,17,2,0,10,220,1,0,1,9
752,KFC,Hidden Valley The Original Ranch Fat Free Dressing,35,13,4,0,35,410,8,0,2,1
753,KFC,KFC® Creamy Parmesan Caesar Dressing,260,26,5,0,15,540,4,0,2,2
754,KFC,Marzetti Light Italian Dressing,15,13,4,0,35,510,2,0,1,9
755,KFC,Parmesan Garlic Croutons,60,3,4,0,35,135,8,0,0,2
756,KFC,Apple Turnover,230,10,2,0,35,140,32,0,12,2
757,KFC,Café Valley Chocolate Chip Cake (1 Slice),300,15,3,0,50,260,39,1,27,4
758,KFC,Café Valley Lemon Cake (1 Slice),220,10,2,0,30,170,30,0,20,2
759,KFC,Café Valley Mini Chocolate Chip Cake,300,12,2,0,40,190,49,1,35,3
760,KFC,Café Valley Mini Lemon Cake,300,13,2,0,50,230,43,0,31,3
761,KFC,Chocolate Chip Cookie,120,6,3,0,20,70,18,1,12,1
762,KFC,Oreo Cookies and Crème Pie,270,13,8,0,20,210,35,1,24,3
763,KFC,Reese’s Peanut Butter Pie,300,17,9,0,20,270,33,1,22,5
764,KFC,BBQ – Dipping Sauce Cup,45,13,4,0,35,150,11,0,11,9
765,KFC,Colonel’s Buttery Spread,35,4,1,0,35,35,34,0,0,9
766,KFC,Grape Jelly Packet,35,13,4,0,35,10,9,0,7,9
767,KFC,Honey Mustard – Dipping Sauce Cup,110,9,1,0,20,120,6,0,6,9
768,KFC,Honey Sauce Packet,30,13,4,0,35,210,8,0,5,9
769,KFC,Ketchup,30,13,4,0,35,250,8,0,6,9
770,KFC,KFC Sauce – Dipping Sauce Cup,90,8,1,0,10,170,5,0,5,9
771,KFC,Lemon Juice Packet,5,13,4,0,35,20,1,0,0,9
772,KFC,Ranch – Dipping Sauce Cup,130,14,2,0,10,240,2,0,1,9
773,KFC,Strawberry Jam Packet,35,13,4,0,35,210,9,0,6,9
774,KFC,Capri Sun® 100% Juice Fruit Punch,80,13,4,0,35,25,21,0,20,9
775,KFC,Chocolate Milk 1%,150,2,1,0,10,170,26,0,23,7
776,KFC,Milk 1%,90,2,1,0,10,105,10,0,10,7
777,KFC,Musselman’s™ Applesauce,45,13,4,0,35,210,12,1,8,9
778,KFC,7UP® (12 fl oz),140,13,4,0,35,50,35,0,35,9
779,KFC,7UP® (16 fl oz),190,13,4,0,35,70,46,0,46,9
780,KFC,7UP® (20 fl oz),240,13,4,0,35,85,58,0,58,9
781,KFC,7UP® (30 fl oz),350,13,4,0,35,125,87,0,87,9
782,KFC,Classic Lemonade (1/2 Gallon),880,13,4,0,35,780,234,0,228,9
783,KFC,Classic Lemonade (20 fl oz),140,13,4,0,35,130,39,0,38,9
784,KFC,Code Red Mountain Dew® (12 fl oz),170,13,4,0,35,50,46,0,46,9
785,KFC,Code Red Mountain Dew® (16 fl oz),230,13,4,0,35,65,62,0,62,9
786,KFC,Code Red Mountain Dew® (20 fl oz),290,13,4,0,35,85,77,0,77,9
787,KFC,Code Red Mountain Dew® (30 fl oz),430,13,4,0,35,125,116,0,115,9
788,KFC,Diet Dr Pepper® (12 fl oz),260,13,4,0,35,70,34,0,0,9
789,KFC,Diet Dr Pepper® (16 fl oz),260,13,4,0,35,95,34,0,0,9
790,KFC,Diet Dr Pepper® (20 fl oz),260,13,4,0,35,120,34,0,0,9
791,KFC,Diet Dr Pepper® (30 fl oz),260,13,4,0,35,180,34,0,0,9
792,KFC,Diet Mist Twst® (12 fl oz),260,13,4,0,35,35,34,0,0,9
793,KFC,Diet Mist Twst® (16 fl oz),260,13,4,0,35,50,34,0,0,9
794,KFC,Diet Mist Twst® (20 fl oz),260,13,4,0,35,60,34,0,0,9
795,KFC,Diet Mist Twst® (30 fl oz),5,13,4,0,35,95,34,0,0,9
796,KFC,Diet Mountain Dew® (12 fl oz),260,13,4,0,35,55,1,0,0,9
797,KFC,Diet Mountain Dew® (16 fl oz),5,13,4,0,35,75,1,0,0,9
798,KFC,Diet Mountain Dew® (20 fl oz),10,13,4,0,35,90,1,0,1,9
799,KFC,Diet Mountain Dew® (30 fl oz),10,13,4,0,35,140,1,0,1,9
800,KFC,Diet Pepsi® (12 fl oz),260,13,4,0,35,55,34,0,0,9
801,KFC,Diet Pepsi® (16 fl oz),260,13,4,0,35,75,34,0,0,9
802,KFC,Diet Pepsi® (20 fl oz),260,13,4,0,35,95,34,0,0,9
803,KFC,Diet Pepsi® (30 fl oz),260,13,4,0,35,140,34,0,0,9
804,KFC,Diet Pepsi® Wild Cherry Pepsi® (12 fl oz),260,13,4,0,35,35,34,0,0,9
805,KFC,Diet Pepsi® Wild Cherry Pepsi® (16 fl oz),260,13,4,0,35,50,34,0,0,9
806,KFC,Diet Pepsi® Wild Cherry Pepsi® (20 fl oz),260,13,4,0,35,60,34,0,0,9
807,KFC,Diet Pepsi® Wild Cherry Pepsi® (30 fl oz),260,13,4,0,35,95,34,0,0,9
808,KFC,Dr Pepper® (12 fl oz),140,13,4,0,35,45,39,0,38,9
809,KFC,Dr Pepper® (16 fl oz),190,13,4,0,35,60,52,0,51,9
810,KFC,Dr Pepper® (20 fl oz),240,13,4,0,35,75,65,0,64,9
811,KFC,Dr Pepper® (30 fl oz),360,13,4,0,35,110,98,0,96,9
812,KFC,Lipton® Brisk® Lemon Tea (12 fl oz),80,13,4,0,35,40,22,0,22,9
813,KFC,Lipton® Brisk® Lemon Tea (16 fl oz),110,13,4,0,35,55,29,0,29,9
814,KFC,Lipton® Brisk® Lemon Tea (20 fl oz),140,13,4,0,35,70,36,0,36,9
815,KFC,Lipton® Brisk® Lemon Tea (30 fl oz),210,13,4,0,35,105,55,0,54,9
816,KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (12 fl oz),260,13,4,0,35,105,34,0,0,9
817,KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (16 fl oz),260,13,4,0,35,140,34,0,0,9
818,KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (20 fl oz),5,13,4,0,35,180,34,0,0,9
819,KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (30 fl oz),10,13,4,0,35,270,34,0,0,9
820,KFC,Lipton® Brisk® Raspberry Tea (12 fl oz),80,13,4,0,35,45,20,0,20,9
821,KFC,Lipton® Brisk® Raspberry Tea (16 fl oz),100,13,4,0,35,55,26,0,26,9
822,KFC,Lipton® Brisk® Raspberry Tea (20 fl oz),130,13,4,0,35,70,33,0,33,9
823,KFC,Lipton® Brisk® Raspberry Tea (30 fl oz),190,13,4,0,35,110,49,0,49,9
824,KFC,Lipton® Brisk® Sweet Iced Tea (12 fl oz),80,13,4,0,35,45,22,0,21,9
825,KFC,Lipton® Brisk® Sweet Iced Tea (16 fl oz),110,13,4,0,35,65,29,0,29,9
826,KFC,Lipton® Brisk® Sweet Iced Tea (20 fl oz),130,13,4,0,35,80,36,0,36,9
827,KFC,Lipton® Brisk® Sweet Iced Tea (30 fl oz),200,13,4,0,35,120,54,0,54,9
828,KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (12 fl oz),260,13,4,0,35,45,34,0,0,9
829,KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),260,13,4,0,35,60,34,0,0,9
830,KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),260,13,4,0,35,75,34,0,0,9
831,KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),260,13,4,0,35,115,34,0,0,9
832,KFC,Manzanita Sol® (12 fl oz),160,13,4,0,35,35,42,0,42,9
833,KFC,Manzanita Sol® (16 fl oz),210,13,4,0,35,45,57,0,57,9
834,KFC,Manzanita Sol® (20 fl oz),260,13,4,0,35,55,71,0,71,9
835,KFC,Manzanita Sol® (30 fl oz),400,13,4,0,35,80,106,0,106,9
836,KFC,Miranda® Strawberry (12 fl oz),160,13,4,0,35,70,44,0,44,9
837,KFC,Miranda® Strawberry (16 fl oz),220,13,4,0,35,95,58,0,58,9
838,KFC,Miranda® Strawberry (20 fl oz),270,13,4,0,35,120,73,0,73,9
839,KFC,Miranda® Strawberry (30 fl oz),410,13,4,0,35,180,109,0,109,9
840,KFC,Mist Twst® (12 fl oz),150,13,4,0,35,35,41,0,41,9
841,KFC,Mist Twst® (16 fl oz),200,13,4,0,35,45,54,0,54,9
842,KFC,Mist Twst® (20 fl oz),260,13,4,0,35,55,68,0,68,9
843,KFC,Mist Twst® (30 fl oz),380,13,4,0,35,80,101,0,101,9
844,KFC,MNT DEW Sweet Lightning (20 fl oz),120,13,4,0,35,190,32,0,25,9
845,KFC,Mountain Dew® (12 fl oz),160,13,4,0,35,50,44,0,44,9
846,KFC,Mountain Dew® (16 fl oz),220,13,4,0,35,70,59,0,58,9
847,KFC,Mountain Dew® (20 fl oz),270,13,4,0,35,85,73,0,73,9
848,KFC,Mountain Dew® (30 fl oz),410,13,4,0,35,125,110,0,109,9
849,KFC,Mug Root Beer® (12 fl oz),140,13,4,0,35,45,39,0,39,9
850,KFC,Mug Root Beer® (16 fl oz),190,13,4,0,35,60,52,0,52,9
851,KFC,Mug Root Beer® (20 fl oz),240,13,4,0,35,75,65,0,65,9
852,KFC,Mug Root Beer® (30 fl oz),360,13,4,0,35,110,98,0,98,9
853,KFC,Pepsi Zero Sugar® (12 fl oz),260,13,4,0,35,35,34,0,0,9
854,KFC,Pepsi Zero Sugar® (16 fl oz),260,13,4,0,35,50,34,0,0,9
855,KFC,Pepsi Zero Sugar® (20 fl oz),260,13,4,0,35,60,34,0,0,9
856,KFC,Pepsi Zero Sugar® (30 fl oz),260,13,4,0,35,95,1,0,0,9
857,KFC,Pepsi® (12 fl oz),150,13,4,0,35,30,41,0,41,9
858,KFC,Pepsi® (16 fl oz),200,13,4,0,35,45,55,0,55,9
859,KFC,Pepsi® (20 fl oz),250,13,4,0,35,55,69,0,69,9
860,KFC,Pepsi® (30 fl oz),380,13,4,0,35,80,104,0,103,9
861,KFC,Sobe Lifewater Yumberry Pomegranate (12 fl oz),260,13,4,0,35,45,34,0,0,9
862,KFC,Sobe Lifewater Yumberry Pomegranate (16 fl oz),260,13,4,0,35,65,34,0,0,9
863,KFC,Sobe Lifewater Yumberry Pomegranate (20 fl oz),260,13,4,0,35,80,34,0,0,9
864,KFC,Sobe Lifewater Yumberry Pomegranate (30 fl oz),5,13,4,0,35,120,1,0,0,9
865,KFC,Strawberry Lemonade (1/2 Gallon),950,13,4,0,35,790,270,0,264,9
866,KFC,Strawberry Lemonade (20 fl oz),170,13,4,0,35,130,45,0,44,9
867,KFC,Tropicana® Fruit Punch (12 fl oz),170,13,4,0,35,35,45,0,45,9
868,KFC,Tropicana® Fruit Punch (16 fl oz),230,13,4,0,35,45,60,0,60,9
869,KFC,Tropicana® Fruit Punch (20 fl oz),280,13,4,0,35,60,75,0,75,9
870,KFC,Tropicana® Fruit Punch (30 fl oz),420,13,4,0,35,90,113,0,112,9
871,KFC,Tropicana® Light Lemonade (12 fl oz),5,13,4,0,35,140,34,0,0,9
872,KFC,Tropicana® Light Lemonade (16 fl oz),10,13,4,0,35,190,34,0,0,9
873,KFC,Tropicana® Light Lemonade (20 fl oz),10,13,4,0,35,240,34,0,0,9
874,KFC,Tropicana® Light Lemonade (30 fl oz),15,13,4,0,35,350,1,0,0,9
875,KFC,Tropicana® Pink Lemonade (12 fl oz),150,13,4,0,35,160,40,0,40,9
876,KFC,Tropicana® Pink Lemonade (16 fl oz),210,13,4,0,35,210,53,0,53,9
877,KFC,Tropicana® Pink Lemonade (20 fl oz),260,13,4,0,35,260,67,0,67,9
878,KFC,Tropicana® Pink Lemonade (30 fl oz),390,13,4,0,35,390,100,0,100,9
879,KFC,Tropicana® Twister® Orange (12 fl oz),170,13,4,0,35,35,46,0,46,9
880,KFC,Tropicana® Twister® Orange (16 fl oz),230,13,4,0,35,50,61,0,61,9
881,KFC,Tropicana® Twister® Orange (20 fl oz),290,13,4,0,35,60,76,0,76,9
882,KFC,Tropicana® Twister® Orange (30 fl oz),430,13,4,0,35,90,115,0,114,9
883,KFC,Wild Cherry Pepsi® (12 fl oz),160,13,4,0,35,30,42,0,42,9
884,KFC,Wild Cherry Pepsi® (16 fl oz),210,13,4,0,35,40,56,0,56,9
885,KFC,Wild Cherry Pepsi® (20 fl oz),260,13,4,0,35,50,70,0,70,9
886,KFC,Wild Cherry Pepsi® (30 fl oz),390,13,4,0,35,80,105,0,105,9
887,KFC,Country Fried Steak without Peppered White Gravy,360,24,7,1,35,750,22,2,0,13
888,KFC,Country Fried Steak with Peppered White Gravy,390,26,7,1,35,910,26,2,0,13
889,KFC,KFC® Gizzards,300,16,2,0,210,770,18,0,0,20
890,KFC,KFC® Livers,230,13,2,0,285,750,12,0,0,17
891,Taco Bell,Bacon Club Chalupa,440,27,5,0,50,840,31,2,3,20
892,Taco Bell,Blue Raspberry Freeze™ (16 oz),120,13,4,0,35,35,30,0,30,9
893,Taco Bell,Blue Raspberry Freeze™ (20 oz),150,13,4,0,35,40,38,0,38,9
894,Taco Bell,Loaded Nacho Taco,250,12,4,0,25,610,24,3,2,10
895,Taco Bell,Midnight Berry Freeze™ (16 oz),140,13,4,0,35,35,35,0,34,9
896,Taco Bell,Midnight Berry Freeze™ (20 oz),170,13,4,0,35,40,43,0,42,9
897,Taco Bell,Nacho Fries,320,18,1,0,20,630,35,4,2,4
898,Taco Bell,Nacho Fries BellGrande®,710,40,6,0,30,1440,73,10,4,13
899,Taco Bell,Black Bean Chalupa – Online Exclusive,330,15,3,0,10,430,39,5,3,10
900,Taco Bell,Black Bean Quesarito – Online Exclusive,630,29,10,0,35,1260,73,7,5,19
901,Taco Bell,Quesarito – Online Exclusive,650,33,12,0,55,1390,67,6,5,22
902,Taco Bell,Chalupa Supreme® – Beef,350,18,5,0,25,560,33,4,3,13
903,Taco Bell,Chalupa Supreme® – Chicken,330,15,3,0,35,560,31,2,3,16
904,Taco Bell,Chalupa Supreme® – Steak,330,16,4,0,30,530,32,2,3,15
905,Taco Bell,Cheesy Gordita Crunch,500,28,10,0,55,850,41,5,4,20
906,Taco Bell,Crunchy Taco,170,9,3,0,25,310,13,3,8,8
907,Taco Bell,Crunchy Taco Supreme®,190,11,4,0,25,340,15,3,2,8
908,Taco Bell,Loaded Nacho Taco (New),250,12,4,0,25,610,24,3,2,10
909,Taco Bell,Nacho Cheese Doritos® Locos Taco,170,9,3,0,25,360,13,3,8,8
910,Taco Bell,Nacho Cheese Doritos® Locos Taco Supreme®,190,11,4,0,30,380,15,3,2,8
911,Taco Bell,Soft Taco – Beef,180,9,4,0,25,500,17,3,1,9
912,Taco Bell,Soft Taco – Chicken,160,5,2,0,30,500,16,1,1,12
913,Taco Bell,Soft Taco Supreme®,240,8,3,0,20,190,34,0,8,7
914,Taco Bell,Soft Taco – Beef,210,10,5,0,25,520,20,3,2,10
915,Taco Bell,Soft Taco – Chicken,180,7,3,0,35,520,18,2,2,13
916,Taco Bell,Bean Burrito (V),350,9,3,0,5,1000,54,11,3,13
917,Taco Bell,Beefy 5-Layer Burrito,490,18,7,0,30,1250,63,9,5,18
918,Taco Bell,Burrito Supreme® – Beef,390,14,6,0,25,1110,51,9,4,16
919,Taco Bell,Burrito Supreme® – Chicken,370,11,4,0,35,1110,49,8,4,19
920,Taco Bell,Burrito Supreme® – Steak,370,12,5,0,30,1090,49,7,4,18
921,Taco Bell,Chili Cheese Burrito (regional),370,17,8,0,35,970,40,4,2,16
922,Taco Bell,Quesarito – Beef,650,33,12,0,55,1390,67,6,5,22
923,Taco Bell,Quesarito – Chicken,620,29,11,0,65,1390,66,4,4,25
924,Taco Bell,Quesarito – Steak,630,30,11,0,60,1370,66,4,4,24
925,Taco Bell,Chips and Nacho Cheese Sauce (V),220,13,1,0,20,250,24,2,2,2
926,Taco Bell,Nacho Fries (V) (New),320,18,1,0,20,630,35,4,2,4
927,Taco Bell,Nacho Fries BellGrande® (New),710,40,6,0,30,1440,73,10,4,13
928,Taco Bell,Nachos BellGrande® – Beef,740,38,7,0,25,1050,82,15,5,16
929,Taco Bell,Nachos BellGrande® – Chicken,720,35,6,0,35,1050,81,14,5,20
